月,日,星期,,,,,,,,行号,方案号
8,27,3,5,,5,8,8,2,,1行,方案648
8,27,3,5,5,5,3,8,2,2,2行,方案648
8,27,3,6,6,6,3,8,4,4,3行,方案648
8,27,3,1,6,3,3,9,9,4,4行,方案648
8,27,3,1,6,3,9,9,,4,5行,方案648
8,27,3,1,1,1,,0,0,4,6行,方案648
8,27,3,,,,,0,0,0,7行,方案648
8,27,3,7,7,7,7,2,2,,0行,方案649
8,27,3,5,,5,8,8,2,,1行,方案649
8,27,3,5,5,5,3,8,2,2,2行,方案649
8,27,3,1,1,1,3,8,4,4,3行,方案649
8,27,3,1,6,3,3,9,9,4,4行,方案649
8,27,3,1,6,3,9,9,,4,5行,方案649
8,27,3,6,6,6,,0,0,4,6行,方案649
8,27,3,,,,,0,0,0,7行,方案649
8,27,3,5,5,5,1,2,2,,0行,方案650
8,27,3,5,,5,1,3,2,,1行,方案650
8,27,3,7,1,1,1,3,2,2,2行,方案650
8,27,3,7,8,8,3,3,4,4,3行,方案650
8,27,3,7,6,8,3,9,9,4,4行,方案650
8,27,3,7,6,8,9,9,,4,5行,方案650
8,27,3,6,6,6,,0,0,4,6行,方案650
8,27,3,,,,,0,0,0,7行,方案650
8,27,3,8,8,8,6,6,6,,0行,方案651
8,27,3,2,,8,1,6,9,,1行,方案651
8,27,3,2,2,2,1,6,9,9,2行,方案651
8,27,3,5,5,2,1,1,1,9,3行,方案651
8,27,3,5,7,7,7,7,4,4,4行,方案651
8,27,3,5,5,3,3,0,,4,5行,方案651
8,27,3,3,3,3,,0,0,4,6行,方案651
8,27,3,,,,,0,0,4,7行,方案651
8,27,3,7,7,7,7,3,8,,0行,方案652
8,27,3,5,,5,3,3,8,,1行,方案652
8,27,3,5,5,5,3,6,8,8,2行,方案652
8,27,3,1,1,1,3,6,6,6,3行,方案652
8,27,3,1,2,2,9,6,4,4,4行,方案652
8,27,3,1,2,9,9,0,,4,5行,方案652
8,27,3,2,2,9,,0,0,4,6行,方案652
8,27,3,,,,,0,0,4,7行,方案652
8,27,3,8,2,2,5,5,5,,0行,方案653
8,27,3,8,,2,5,1,5,,1行,方案653
8,27,3,8,8,2,2,1,4,4,2行,方案653
8,27,3,7,6,1,1,1,3,4,3行,方案653
8,27,3,7,6,6,6,3,3,4,4行,方案653
8,27,3,7,6,9,9,3,,4,5行,方案653
8,27,3,7,9,9,,3,0,0,6行,方案653
8,27,3,,,,,0,0,0,7行,方案653
8,27,3,5,5,1,1,1,3,,0行,方案654
8,27,3,5,,1,2,2,3,,1行,方案654
8,27,3,5,5,1,6,2,3,3,2行,方案654
8,27,3,7,8,8,6,2,2,3,3行,方案654
8,27,3,7,8,6,6,6,4,4,4行,方案654
8,27,3,7,8,9,9,0,,4,5行,方案654
8,27,3,7,9,9,,0,0,4,6行,方案654
8,27,3,,,,,0,0,4,7行,方案654
8,27,3,5,5,5,1,2,2,,0行,方案655
8,27,3,5,,5,1,8,2,,1行,方案655
8,27,3,7,1,1,1,8,2,2,2行,方案655
8,27,3,7,9,9,8,8,4,4,3行,方案655
8,27,3,7,6,9,9,3,3,4,4行,方案655
8,27,3,7,6,3,3,3,,4,5行,方案655
8,27,3,6,6,6,,0,0,4,6行,方案655
8,27,3,,,,,0,0,0,7行,方案655
8,27,3,5,5,4,4,4,4,,0行,方案656
8,27,3,5,,4,1,1,1,,1行,方案656
8,27,3,5,5,6,2,2,1,7,2行,方案656
8,27,3,6,6,6,3,2,1,7,3行,方案656
8,27,3,8,9,6,3,2,2,7,4行,方案656
8,27,3,8,9,9,3,3,,7,5行,方案656
8,27,3,8,8,9,,3,0,0,6行,方案656
8,27,3,,,,,0,0,0,7行,方案656
8,27,3,8,8,6,5,5,5,,0行,方案657
8,27,3,8,,6,5,2,5,,1行,方案657
8,27,3,8,6,6,6,2,2,2,2行,方案657
8,27,3,9,9,7,7,7,7,2,3行,方案657
8,27,3,1,9,9,3,3,4,4,4行,方案657
8,27,3,1,3,3,3,0,,4,5行,方案657
8,27,3,1,1,1,,0,0,4,6行,方案657
8,27,3,,,,,0,0,4,7行,方案657
8,27,3,5,5,5,0,0,0,,0行,方案658
8,27,3,5,,5,3,0,0,,1行,方案658
8,27,3,9,2,2,3,6,6,6,2行,方案658
8,27,3,9,9,2,3,3,6,4,3行,方案658
8,27,3,1,9,2,2,3,6,4,4行,方案658
8,27,3,1,7,7,7,7,,4,5行,方案658
8,27,3,1,1,1,,8,4,4,6行,方案658
8,27,3,,,,,8,8,8,7行,方案658
8,27,3,5,5,7,0,0,0,,0行,方案659
8,27,3,5,,7,3,0,0,,1行,方案659
8,27,3,5,5,7,3,6,6,6,2行,方案659
8,27,3,2,2,7,3,3,6,4,3行,方案659
8,27,3,1,2,9,9,3,6,4,4行,方案659
8,27,3,1,2,2,9,9,,4,5行,方案659
8,27,3,1,1,1,,8,4,4,6行,方案659
8,27,3,,,,,8,8,8,7行,方案659
8,27,3,7,7,7,7,0,0,,0行,方案660
8,27,3,5,,5,0,0,0,,1行,方案660
8,27,3,5,5,5,3,6,6,6,2行,方案660
8,27,3,1,1,1,3,3,6,4,3行,方案660
8,27,3,1,2,2,9,3,6,4,4行,方案660
8,27,3,1,2,9,9,3,,4,5行,方案660
8,27,3,2,2,9,,8,4,4,6行,方案660
8,27,3,,,,,8,8,8,7行,方案660
8,27,3,7,7,7,7,3,6,,0行,方案661
8,27,3,5,,5,3,3,6,,1行,方案661
8,27,3,5,5,5,3,6,6,6,2行,方案661
8,27,3,1,1,1,3,0,0,4,3行,方案661
8,27,3,1,2,2,9,0,0,4,4行,方案661
8,27,3,1,2,9,9,0,,4,5行,方案661
8,27,3,2,2,9,,8,4,4,6行,方案661
8,27,3,,,,,8,8,8,7行,方案661
8,27,3,7,7,7,7,3,6,,0行,方案662
8,27,3,5,,5,3,3,6,,1行,方案662
8,27,3,5,5,5,3,6,6,6,2行,方案662
8,27,3,1,1,1,3,4,0,0,3行,方案662
8,27,3,1,2,2,9,4,0,0,4行,方案662
8,27,3,1,2,9,9,4,,0,5行,方案662
8,27,3,2,2,9,,4,4,8,6行,方案662
8,27,3,,,,,8,8,8,7行,方案662
8,27,3,7,7,7,7,9,6,,0行,方案663
8,27,3,5,,5,9,9,6,,1行,方案663
8,27,3,5,5,5,9,6,6,6,2行,方案663
8,27,3,1,1,1,3,4,0,0,3行,方案663
8,27,3,1,2,2,3,4,0,0,4行,方案663
8,27,3,1,2,3,3,4,,0,5行,方案663
8,27,3,2,2,3,,4,4,8,6行,方案663
8,27,3,,,,,8,8,8,7行,方案663
8,27,3,7,7,7,7,9,6,,0行,方案664
8,27,3,5,,5,9,9,6,,1行,方案664
8,27,3,5,5,5,9,6,6,6,2行,方案664
8,27,3,1,1,1,3,0,0,4,3行,方案664
8,27,3,1,2,2,3,0,0,4,4行,方案664
8,27,3,1,2,3,3,0,,4,5行,方案664
8,27,3,2,2,3,,8,4,4,6行,方案664
8,27,3,,,,,8,8,8,7行,方案664
8,27,3,5,5,5,9,8,8,,0行,方案665
8,27,3,5,,5,9,9,8,,1行,方案665
8,27,3,7,7,7,7,9,8,6,2行,方案665
8,27,3,1,1,1,3,6,6,6,3行,方案665
8,27,3,1,2,2,3,4,4,6,4行,方案665
8,27,3,1,2,3,3,4,,0,5行,方案665
8,27,3,2,2,3,,4,0,0,6行,方案665
8,27,3,,,,,4,0,0,7行,方案665
8,27,3,7,7,7,7,3,8,,0行,方案666
8,27,3,5,,5,3,3,8,,1行,方案666
8,27,3,5,5,5,3,8,8,6,2行,方案666
8,27,3,2,2,9,3,6,6,6,3行,方案666
8,27,3,1,2,9,9,4,4,6,4行,方案666
8,27,3,1,2,2,9,4,,0,5行,方案666
8,27,3,1,1,1,,4,0,0,6行,方案666
8,27,3,,,,,4,0,0,7行,方案666
8,27,3,5,5,5,9,8,8,,0行,方案667
8,27,3,5,,5,9,9,8,,1行,方案667
8,27,3,7,7,7,7,9,8,6,2行,方案667
8,27,3,1,1,1,2,6,6,6,3行,方案667
8,27,3,1,2,2,2,4,4,6,4行,方案667
8,27,3,1,2,3,3,4,,0,5行,方案667
8,27,3,3,3,3,,4,0,0,6行,方案667
8,27,3,,,,,4,0,0,7行,方案667
8,27,3,5,5,7,7,7,7,,0行,方案668
8,27,3,5,,6,3,3,3,,1行,方案668
8,27,3,5,5,6,6,6,3,3,2行,方案668
8,27,3,2,2,6,0,0,0,4,3行,方案668
8,27,3,1,2,9,9,0,0,4,4行,方案668
8,27,3,1,2,2,9,9,,4,5行,方案668
8,27,3,1,1,1,,8,4,4,6行,方案668
8,27,3,,,,,8,8,8,7行,方案668
8,27,3,5,5,6,6,6,9,,0行,方案669
8,27,3,5,,7,6,9,9,,1行,方案669
8,27,3,5,5,7,6,9,3,3,2行,方案669
8,27,3,2,2,7,3,3,3,4,3行,方案669
8,27,3,1,2,7,0,0,0,4,4行,方案669
8,27,3,1,2,2,0,0,,4,5行,方案669
8,27,3,1,1,1,,8,4,4,6行,方案669
8,27,3,,,,,8,8,8,7行,方案669
8,27,3,3,7,7,7,7,2,,0行,方案670
8,27,3,3,,1,2,2,2,,1行,方案670
8,27,3,3,3,1,2,6,6,6,2行,方案670
8,27,3,9,3,1,1,1,6,4,3行,方案670
8,27,3,9,9,0,0,0,6,4,4行,方案670
8,27,3,5,9,5,0,0,,4,5行,方案670
8,27,3,5,5,5,,8,4,4,6行,方案670
8,27,3,,,,,8,8,8,7行,方案670
8,27,3,7,7,7,7,0,0,,0行,方案671
8,27,3,5,,5,0,0,0,,1行,方案671
8,27,3,5,5,5,2,2,9,9,2行,方案671
8,27,3,1,1,1,2,9,9,4,3行,方案671
8,27,3,1,6,2,2,3,3,4,4行,方案671
8,27,3,1,6,3,3,3,,4,5行,方案671
8,27,3,6,6,6,,8,4,4,6行,方案671
8,27,3,,,,,8,8,8,7行,方案671
8,27,3,5,5,1,1,1,3,,0行,方案672
8,27,3,5,,2,2,1,3,,1行,方案672
8,27,3,5,5,2,7,1,3,3,2行,方案672
8,27,3,6,2,2,7,4,9,3,3行,方案672
8,27,3,6,6,6,7,4,9,9,4行,方案672
8,27,3,6,0,0,7,4,,9,5行,方案672
8,27,3,0,0,0,,4,4,8,6行,方案672
8,27,3,,,,,8,8,8,7行,方案672
8,27,3,5,5,7,7,7,7,,0行,方案673
8,27,3,5,,9,2,2,3,,1行,方案673
8,27,3,5,5,9,9,2,3,3,2行,方案673
8,27,3,8,8,4,9,2,2,3,3行,方案673
8,27,3,8,6,4,4,4,4,3,4行,方案673
8,27,3,8,6,1,1,1,,0,5行,方案673
8,27,3,6,6,6,,1,0,0,6行,方案673
8,27,3,,,,,1,0,0,7行,方案673
8,27,3,5,5,7,7,7,7,,0行,方案674
8,27,3,5,,6,6,6,3,,1行,方案674
8,27,3,5,5,2,6,9,3,3,2行,方案674
8,27,3,2,2,2,6,9,9,3,3行,方案674
8,27,3,2,4,4,4,4,9,3,4行,方案674
8,27,3,8,4,1,1,1,,0,5行,方案674
8,27,3,8,8,8,,1,0,0,6行,方案674
8,27,3,,,,,1,0,0,7行,方案674
8,27,3,5,5,4,4,4,4,,0行,方案675
8,27,3,5,,9,3,3,4,,1行,方案675
8,27,3,5,5,9,9,3,3,3,2行,方案675
8,27,3,7,2,2,9,1,1,1,3行,方案675
8,27,3,7,8,2,6,6,6,1,4行,方案675
8,27,3,7,8,2,2,6,,1,5行,方案675
8,27,3,7,8,8,,6,0,0,6行,方案675
8,27,3,,,,,0,0,0,7行,方案675
8,27,3,3,3,3,0,0,0,,0行,方案676
8,27,3,2,,3,3,0,0,,1行,方案676
8,27,3,2,2,2,4,4,4,4,2行,方案676
8,27,3,7,6,2,4,8,8,8,3行,方案676
8,27,3,7,6,6,6,5,5,8,4行,方案676
8,27,3,7,6,9,9,5,,1,5行,方案676
8,27,3,7,9,9,,5,5,1,6行,方案676
8,27,3,,,,,1,1,1,7行,方案676
8,27,3,3,2,2,5,5,5,,0行,方案677
8,27,3,3,,2,5,6,5,,1行,方案677
8,27,3,3,3,2,2,6,8,8,2行,方案677
8,27,3,7,3,4,6,6,6,8,3行,方案677
8,27,3,7,0,4,4,4,4,8,4行,方案677
8,27,3,7,0,0,9,9,,1,5行,方案677
8,27,3,7,0,0,,9,9,1,6行,方案677
8,27,3,,,,,1,1,1,7行,方案677
8,27,3,7,2,2,5,5,5,,0行,方案678
8,27,3,7,,2,5,6,5,,1行,方案678
8,27,3,7,3,2,2,6,8,8,2行,方案678
8,27,3,7,3,4,6,6,6,8,3行,方案678
8,27,3,3,3,4,4,4,4,8,4行,方案678
8,27,3,3,0,0,9,9,,1,5行,方案678
8,27,3,0,0,0,,9,9,1,6行,方案678
8,27,3,,,,,1,1,1,7行,方案678
8,27,3,4,4,4,4,2,2,,0行,方案679
8,27,3,5,,5,4,2,3,,1行,方案679
8,27,3,5,5,5,2,2,3,8,2行,方案679
8,27,3,7,7,7,7,3,3,8,3行,方案679
8,27,3,0,6,6,6,3,8,8,4行,方案679
8,27,3,0,0,6,9,9,,1,5行,方案679
8,27,3,0,0,6,,9,9,1,6行,方案679
8,27,3,,,,,1,1,1,7行,方案679
8,27,3,5,5,4,4,4,4,,0行,方案680
8,27,3,5,,6,6,6,4,,1行,方案680
8,27,3,5,5,2,6,9,8,8,2行,方案680
8,27,3,2,2,2,6,9,9,8,3行,方案680
8,27,3,2,7,7,7,7,9,8,4行,方案680
8,27,3,0,0,3,3,3,,1,5行,方案680
8,27,3,0,0,0,,3,3,1,6行,方案680
8,27,3,,,,,1,1,1,7行,方案680
8,27,3,5,5,4,4,4,4,,0行,方案681
8,27,3,5,,6,6,6,4,,1行,方案681
8,27,3,5,5,2,6,8,8,8,2行,方案681
8,27,3,2,2,2,6,9,9,8,3行,方案681
8,27,3,2,7,7,7,7,9,9,4行,方案681
8,27,3,0,0,3,3,3,,1,5行,方案681
8,27,3,0,0,0,,3,3,1,6行,方案681
8,27,3,,,,,1,1,1,7行,方案681
8,27,3,5,5,4,4,4,4,,0行,方案682
8,27,3,5,,6,6,6,4,,1行,方案682
8,27,3,5,5,3,6,0,0,8,2行,方案682
8,27,3,7,3,3,6,0,0,8,3行,方案682
8,27,3,7,3,2,2,0,8,8,4行,方案682
8,27,3,7,3,2,9,9,,1,5行,方案682
8,27,3,7,2,2,,9,9,1,6行,方案682
8,27,3,,,,,1,1,1,7行,方案682
8,27,3,5,5,4,4,4,4,,0行,方案683
8,27,3,5,,6,6,6,4,,1行,方案683
8,27,3,5,5,3,6,0,0,0,2行,方案683
8,27,3,7,3,3,6,8,0,0,3行,方案683
8,27,3,7,3,2,2,8,8,8,4行,方案683
8,27,3,7,3,2,9,9,,1,5行,方案683
8,27,3,7,2,2,,9,9,1,6行,方案683
8,27,3,,,,,1,1,1,7行,方案683
8,27,3,4,4,4,4,3,3,,0行,方案684
8,27,3,4,,3,3,3,0,,1行,方案684
8,27,3,6,7,7,7,7,0,0,2行,方案684
8,27,3,6,6,6,2,8,0,0,3行,方案684
8,27,3,6,2,2,2,8,8,8,4行,方案684
8,27,3,5,2,5,9,9,,1,5行,方案684
8,27,3,5,5,5,,9,9,1,6行,方案684
8,27,3,,,,,1,1,1,7行,方案684
8,27,3,5,5,5,0,0,0,,0行,方案685
8,27,3,5,,5,0,0,6,,1行,方案685
8,27,3,3,3,3,6,6,6,8,2行,方案685
8,27,3,7,4,3,3,2,6,8,3行,方案685
8,27,3,7,4,2,2,2,8,8,4行,方案685
8,27,3,7,4,2,9,9,,1,5行,方案685
8,27,3,7,4,4,,9,9,1,6行,方案685
8,27,3,,,,,1,1,1,7行,方案685
8,27,3,7,4,4,5,5,5,,0行,方案686
8,27,3,7,,4,5,2,5,,1行,方案686
8,27,3,7,6,4,8,2,2,2,2行,方案686
8,27,3,7,6,4,8,9,9,2,3行,方案686
8,27,3,6,6,6,8,8,9,9,4行,方案686
8,27,3,0,0,3,3,3,,1,5行,方案686
8,27,3,0,0,0,,3,3,1,6行,方案686
8,27,3,,,,,1,1,1,7行,方案686
8,27,3,3,4,4,8,8,8,,0行,方案687
8,27,3,3,,4,2,2,8,,1行,方案687
8,27,3,3,3,4,6,2,5,5,2行,方案687
8,27,3,7,3,4,6,2,2,5,3行,方案687
8,27,3,7,0,6,6,6,5,5,4行,方案687
8,27,3,7,0,0,9,9,,1,5行,方案687
8,27,3,7,0,0,,9,9,1,6行,方案687
8,27,3,,,,,1,1,1,7行,方案687
8,27,3,7,4,4,8,8,8,,0行,方案688
8,27,3,7,,4,2,2,8,,1行,方案688
8,27,3,7,3,4,6,2,5,5,2行,方案688
8,27,3,7,3,4,6,2,2,5,3行,方案688
8,27,3,3,3,6,6,6,5,5,4行,方案688
8,27,3,3,0,0,9,9,,1,5行,方案688
8,27,3,0,0,0,,9,9,1,6行,方案688
8,27,3,,,,,1,1,1,7行,方案688
8,27,3,5,5,5,2,2,3,,0行,方案689
8,27,3,5,,5,2,3,3,,1行,方案689
8,27,3,7,6,2,2,3,8,8,2行,方案689
8,27,3,7,6,6,6,3,4,8,3行,方案689
8,27,3,7,6,4,4,4,4,8,4行,方案689
8,27,3,7,0,0,9,9,,1,5行,方案689
8,27,3,0,0,0,,9,9,1,6行,方案689
8,27,3,,,,,1,1,1,7行,方案689
8,27,3,5,5,5,8,8,8,,0行,方案690
8,27,3,5,,5,4,2,8,,1行,方案690
8,27,3,7,0,0,4,2,2,2,2行,方案690
8,27,3,7,0,0,4,9,9,2,3行,方案690
8,27,3,7,6,0,4,4,9,9,4行,方案690
8,27,3,7,6,3,3,3,,1,5行,方案690
8,27,3,6,6,6,,3,3,1,6行,方案690
8,27,3,,,,,1,1,1,7行,方案690
8,27,3,5,5,7,7,7,7,,0行,方案691
8,27,3,5,,4,4,4,4,,1行,方案691
8,27,3,5,5,4,2,2,0,0,2行,方案691
8,27,3,6,6,6,3,2,0,0,3行,方案691
8,27,3,8,6,3,3,2,2,0,4行,方案691
8,27,3,8,6,3,9,9,,1,5行,方案691
8,27,3,8,8,3,,9,9,1,6行,方案691
8,27,3,,,,,1,1,1,7行,方案691
8,27,3,5,5,0,0,2,2,,0行,方案692
8,27,3,5,,0,0,2,4,,1行,方案692
8,27,3,5,5,0,2,2,4,7,2行,方案692
8,27,3,6,6,6,9,9,4,7,3行,方案692
8,27,3,1,6,9,9,4,4,7,4行,方案692
8,27,3,1,6,3,3,3,,7,5行,方案692
8,27,3,1,1,1,,3,3,8,6行,方案692
8,27,3,,,,,8,8,8,7行,方案692
8,27,3,5,5,0,0,2,2,,0行,方案693
8,27,3,5,,0,0,2,4,,1行,方案693
8,27,3,5,5,0,2,2,4,7,2行,方案693
8,27,3,1,1,1,9,9,4,7,3行,方案693
8,27,3,1,6,9,9,4,4,7,4行,方案693
8,27,3,1,6,3,3,3,,7,5行,方案693
8,27,3,6,6,6,,3,3,8,6行,方案693
8,27,3,,,,,8,8,8,7行,方案693
8,27,3,4,4,4,4,6,3,,0行,方案694
8,27,3,4,,6,6,6,3,,1行,方案694
8,27,3,2,8,8,8,6,3,3,2行,方案694
8,27,3,2,2,2,8,7,9,3,3行,方案694
8,27,3,1,5,2,5,7,9,9,4行,方案694
8,27,3,1,5,5,5,7,,9,5行,方案694
8,27,3,1,1,1,,7,0,0,6行,方案694
8,27,3,,,,,0,0,0,7行,方案694
8,27,3,5,5,5,0,0,3,,0行,方案695
8,27,3,5,,5,0,0,3,,1行,方案695
8,27,3,7,1,1,1,0,3,3,2行,方案695
8,27,3,7,2,2,1,4,9,3,3行,方案695
8,27,3,7,6,2,1,4,9,9,4行,方案695
8,27,3,7,6,2,2,4,,9,5行,方案695
8,27,3,6,6,6,,4,4,8,6行,方案695
8,27,3,,,,,8,8,8,7行,方案695
8,27,3,4,4,4,4,7,3,,0行,方案696
8,27,3,5,,5,4,7,3,,1行,方案696
8,27,3,5,5,5,8,7,3,3,2行,方案696
8,27,3,6,6,6,8,7,9,3,3行,方案696
8,27,3,1,6,2,8,8,9,9,4行,方案696
8,27,3,1,6,2,2,2,,9,5行,方案696
8,27,3,1,1,1,,2,0,0,6行,方案696
8,27,3,,,,,0,0,0,7行,方案696
8,27,3,5,5,8,8,7,3,,0行,方案697
8,27,3,5,,8,4,7,3,,1行,方案697
8,27,3,5,5,8,4,7,3,3,2行,方案697
8,27,3,1,1,1,4,7,9,3,3行,方案697
8,27,3,1,6,2,4,4,9,9,4行,方案697
8,27,3,1,6,2,2,2,,9,5行,方案697
8,27,3,6,6,6,,2,0,0,6行,方案697
8,27,3,,,,,0,0,0,7行,方案697
8,27,3,4,4,4,4,7,3,,0行,方案698
8,27,3,5,,5,4,7,3,,1行,方案698
8,27,3,5,5,5,8,7,3,3,2行,方案698
8,27,3,1,1,1,8,7,9,3,3行,方案698
8,27,3,1,6,2,8,8,9,9,4行,方案698
8,27,3,1,6,2,2,2,,9,5行,方案698
8,27,3,6,6,6,,2,0,0,6行,方案698
8,27,3,,,,,0,0,0,7行,方案698
8,27,3,8,8,8,6,6,6,,0行,方案699
8,27,3,8,,2,2,6,9,,1行,方案699
8,27,3,5,5,5,2,6,9,9,2行,方案699
8,27,3,5,4,5,2,2,3,9,3行,方案699
8,27,3,1,4,4,4,4,3,3,4行,方案699
8,27,3,1,7,7,7,7,,3,5行,方案699
8,27,3,1,1,1,,0,0,3,6行,方案699
8,27,3,,,,,0,0,0,7行,方案699
8,27,3,5,5,1,1,1,3,,0行,方案700
8,27,3,5,,1,4,4,3,,1行,方案700
8,27,3,5,5,1,6,4,3,3,2行,方案700
8,27,3,7,6,6,6,4,9,3,3行,方案700
8,27,3,7,8,2,6,4,9,9,4行,方案700
8,27,3,7,8,2,2,2,,9,5行,方案700
8,27,3,7,8,8,,2,0,0,6行,方案700
8,27,3,,,,,0,0,0,7行,方案700
8,27,3,5,5,4,6,6,6,,0行,方案701
8,27,3,5,,4,8,6,9,,1行,方案701
8,27,3,5,5,4,8,6,9,9,2行,方案701
8,27,3,7,4,4,8,8,3,9,3行,方案701
8,27,3,7,1,1,1,2,3,3,4行,方案701
8,27,3,7,1,2,2,2,,3,5行,方案701
8,27,3,7,1,2,,0,0,3,6行,方案701
8,27,3,,,,,0,0,0,7行,方案701
8,27,3,5,5,7,6,6,6,,0行,方案702
8,27,3,5,,7,8,6,9,,1行,方案702
8,27,3,5,5,7,8,6,9,9,2行,方案702
8,27,3,4,4,7,8,8,3,9,3行,方案702
8,27,3,4,1,1,1,2,3,3,4行,方案702
8,27,3,4,1,2,2,2,,3,5行,方案702
8,27,3,4,1,2,,0,0,3,6行,方案702
8,27,3,,,,,0,0,0,7行,方案702
8,27,3,1,1,1,5,5,3,,0行,方案703
8,27,3,1,,9,9,5,3,,1行,方案703
8,27,3,1,9,9,5,5,3,3,2行,方案703
8,27,3,8,8,7,7,7,7,3,3行,方案703
8,27,3,8,6,2,4,4,4,4,4行,方案703
8,27,3,8,6,2,2,2,,4,5行,方案703
8,27,3,6,6,6,,2,0,0,6行,方案703
8,27,3,,,,,0,0,0,7行,方案703
8,27,3,1,1,1,8,8,8,,0行,方案704
8,27,3,1,,5,5,2,8,,1行,方案704
8,27,3,1,4,4,5,2,2,2,2行,方案704
8,27,3,7,4,5,5,6,3,2,3行,方案704
8,27,3,7,4,6,6,6,3,3,4行,方案704
8,27,3,7,4,9,9,6,,3,5行,方案704
8,27,3,7,9,9,,0,0,3,6行,方案704
8,27,3,,,,,0,0,0,7行,方案704
8,27,3,8,8,8,5,5,5,,0行,方案705
8,27,3,4,,8,5,2,5,,1行,方案705
8,27,3,4,4,4,4,2,2,2,2行,方案705
8,27,3,7,1,1,1,6,3,2,3行,方案705
8,27,3,7,1,6,6,6,3,3,4行,方案705
8,27,3,7,1,9,9,6,,3,5行,方案705
8,27,3,7,9,9,,0,0,3,6行,方案705
8,27,3,,,,,0,0,0,7行,方案705
8,27,3,8,8,8,5,5,5,,0行,方案706
8,27,3,4,,8,5,2,5,,1行,方案706
8,27,3,4,4,4,4,2,2,2,2行,方案706
8,27,3,7,6,1,1,1,3,2,3行,方案706
8,27,3,7,6,6,6,1,3,3,4行,方案706
8,27,3,7,6,9,9,1,,3,5行,方案706
8,27,3,7,9,9,,0,0,3,6行,方案706
8,27,3,,,,,0,0,0,7行,方案706
8,27,3,5,5,5,8,8,8,,0行,方案707
8,27,3,5,,5,4,2,8,,1行,方案707
8,27,3,4,4,4,4,2,2,2,2行,方案707
8,27,3,7,1,1,1,6,3,2,3行,方案707
8,27,3,7,1,6,6,6,3,3,4行,方案707
8,27,3,7,1,9,9,6,,3,5行,方案707
8,27,3,7,9,9,,0,0,3,6行,方案707
8,27,3,,,,,0,0,0,7行,方案707
8,27,3,7,7,7,7,2,2,,0行,方案708
8,27,3,4,,1,1,1,2,,1行,方案708
8,27,3,4,4,4,4,1,2,2,2行,方案708
8,27,3,5,5,9,9,1,8,8,3行,方案708
8,27,3,5,9,9,6,6,6,8,4行,方案708
8,27,3,5,5,3,3,6,,8,5行,方案708
8,27,3,3,3,3,,6,0,0,6行,方案708
8,27,3,,,,,0,0,0,7行,方案708
8,27,3,7,7,7,7,2,2,,0行,方案709
8,27,3,6,,5,5,1,2,,1行,方案709
8,27,3,6,6,6,5,1,2,2,2行,方案709
8,27,3,6,3,5,5,1,1,1,3行,方案709
8,27,3,3,3,0,4,4,4,4,4行,方案709
8,27,3,3,0,0,9,9,,4,5行,方案709
8,27,3,3,0,0,,9,9,8,6行,方案709
8,27,3,,,,,8,8,8,7行,方案709
8,27,3,7,7,7,7,2,2,,0行,方案710
8,27,3,6,,5,5,1,2,,1行,方案710
8,27,3,6,6,6,5,1,2,2,2行,方案710
8,27,3,6,3,5,5,1,1,1,3行,方案710
8,27,3,0,3,3,4,4,4,4,4行,方案710
8,27,3,0,0,3,9,9,,4,5行,方案710
8,27,3,0,0,3,,9,9,8,6行,方案710
8,27,3,,,,,8,8,8,7行,方案710
8,27,3,1,1,1,5,5,5,,0行,方案711
8,27,3,7,,1,5,6,5,,1行,方案711
8,27,3,7,4,1,9,6,6,6,2行,方案711
8,27,3,7,4,9,9,6,0,0,3行,方案711
8,27,3,7,4,9,2,2,0,0,4行,方案711
8,27,3,4,4,3,3,2,,0,5行,方案711
8,27,3,3,3,3,,2,2,8,6行,方案711
8,27,3,,,,,8,8,8,7行,方案711
8,27,3,5,5,5,9,2,2,,0行,方案712
8,27,3,5,,5,9,9,2,,1行,方案712
8,27,3,1,1,1,4,9,2,2,2行,方案712
8,27,3,8,8,1,4,4,4,4,3行,方案712
8,27,3,8,6,1,3,3,3,7,4行,方案712
8,27,3,8,6,3,3,0,,7,5行,方案712
8,27,3,6,6,6,,0,0,7,6行,方案712
8,27,3,,,,,0,0,7,7行,方案712
8,27,3,7,7,7,7,9,6,,0行,方案713
8,27,3,5,,5,9,9,6,,1行,方案713
8,27,3,5,5,5,9,6,6,6,2行,方案713
8,27,3,1,1,1,2,4,0,0,3行,方案713
8,27,3,1,2,2,2,4,0,0,4行,方案713
8,27,3,1,2,3,3,4,,0,5行,方案713
8,27,3,3,3,3,,4,4,8,6行,方案713
8,27,3,,,,,8,8,8,7行,方案713
8,27,3,7,7,7,7,8,8,,0行,方案714
8,27,3,2,,6,6,6,8,,1行,方案714
8,27,3,2,2,2,6,5,8,5,2行,方案714
8,27,3,9,9,2,6,5,5,5,3行,方案714
8,27,3,1,9,9,3,3,4,4,4行,方案714
8,27,3,1,3,3,3,0,,4,5行,方案714
8,27,3,1,1,1,,0,0,4,6行,方案714
8,27,3,,,,,0,0,4,7行,方案714
8,27,3,7,7,7,7,3,6,,0行,方案715
8,27,3,5,,5,3,3,6,,1行,方案715
8,27,3,5,5,5,3,6,6,6,2行,方案715
8,27,3,2,2,9,3,4,0,0,3行,方案715
8,27,3,1,2,9,9,4,0,0,4行,方案715
